Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
SCF(Skp2)-mediated Degradation of P27 P21	5/50	0.9903952978709692	0.9999963891873126	0	0	0.40307739890203353	0.0038901502688084427	CDKN1A;CCND1;PSMD1;PTK6;RPS27A
Factors Involved in Megakaryocyte Development and Platelet Production	23/158	0.990400249127484	0.9999963891873126	0	0	0.6170717188187489	0.005952351248117557	DOCK6;TUBAL3;ITPK1;AK3;HBB;KIF12;KIF22;GATA2;DOCK11;EHD2;TUBB6;KLC3;KIF18A;KIF19;KIFC2;PRKAR2B;KIFC1;KIF5B;PRKACG;KIF26B;PRKACA;ZFPM2;ZFPM1
ATF4 Activates Genes in Response to Endoplasmic Reticulum Stress	2/28	0.9904007192075585	0.9999963891873126	0	0	0.2791983167504725	0.002693049487758323	EXOSC5;CXCL8
BMAL1 CLOCK,NPAS2 Activates Circadian Gene Expression	2/28	0.9904007192075585	0.9999963891873126	0	0	0.2791983167504725	0.002693049487758323	PPARA;KLF15
Budding and Maturation of HIV Virion	3/36	0.9907665081859258	0.9999963891873126	0	0	0.3298906055687878	0.003060192178738466	CHMP4C;VPS37D;RPS27A
Nuclear Pore Complex (NPC) Disassembly	3/36	0.9907665081859258	0.9999963891873126	0	0	0.3298906055687878	0.003060192178738466	CCNB2;NUP210;NEK7
COPI-mediated Anterograde Transport	13/101	0.9912211020200672	0.9999963891873126	0	0	0.5354298269706125	0.004721237915002673	SPTBN5;TUBAL3;COPZ2;ANK2;ANK3;ANK1;SPTA1;TUBB6;CAPZA3;TMED3;FOLR1;SPTBN1;SPTBN2
Antimicrobial Peptides	12/95	0.9912322786866671	0.9999963891873126	0	0	0.5240627939266359	0.004615098170140993	BPIFB2;RNASE7;PLA2G2A;LCN2;DEFB1;CCR6;PI3;PRSS3;S100A8;ELANE;CCR2;TLR2
Extension of Telomeres	5/51	0.9918887468845079	0.9999963891873126	0	0	0.39428963319314597	0.003211224219832311	PIF1;RTEL1;LIG1;POLD1;CHTF18
Transcriptional Activity of SMAD2 SMAD3 SMAD4 Heterotrimer	5/51	0.9918887468845079	0.9999963891873126	0	0	0.39428963319314597	0.003211224219832311	CDKN2B;MYC;RPS27A;JUNB;SKIL
Energy Dependent Regulation of mTOR by LKB1-AMPK	2/29	0.9922362771337638	0.9999963891873126	0	0	0.2688404677278113	0.0020953473004239045	RRAGC;STRADB
Myogenesis	2/29	0.9922362771337638	0.9999963891873126	0	0	0.2688404677278113	0.0020953473004239045	CDH4;TCF4
TRAF6 Mediated IRF7 Activation	2/29	0.9922362771337638	0.9999963891873126	0	0	0.2688404677278113	0.0020953473004239045	IRF7;IKBKE
mRNA Capping	2/29	0.9922362771337638	0.9999963891873126	0	0	0.2688404677278113	0.0020953473004239045	CCNH;GTF2H2
Conversion From APC C Cdc20 to APC C Cdh1 in Late Anaphase	1/20	0.9922817801881385	0.9999963891873126	0	0	0.19107153747636763	0.0014804527336712255	CDC20
Processing of Intronless Pre-mRNAs	1/20	0.9922817801881385	0.9999963891873126	0	0	0.19107153747636763	0.0014804527336712255	CPSF1
SUMOylation of Transcription Factors	1/20	0.9922817801881385	0.9999963891873126	0	0	0.19107153747636763	0.0014804527336712255	TFAP2C
Activation of ATR in Response to Replication Stress	3/37	0.9923906307057304	0.9999963891873126	0	0	0.3201674827130017	0.0024455891530758304	CDC45;ORC6;MCM2
Cross-presentation of Soluble Exogenous Antigens (Endosomes)	3/37	0.9923906307057304	0.9999963891873126	0	0	0.3201674827130017	0.0024455891530758304	FCGR1BP;PSMD1;FCGR1A
ABC Transporter Disorders	7/65	0.9926708233300168	0.9999963891873126	0	0	0.4376645513400181	0.0032195335490362745	ABCA1;DERL3;ABCC6;PSMD1;ABCC9;RPS27A;ABCD1
Mitochondrial Protein Import	7/65	0.9926708233300168	0.9999963891873126	0	0	0.4376645513400181	0.0032195335490362745	CS;CHCHD3;PAM16;CHCHD10;ACO2;DLD;OTC
RAB Geranylgeranylation	7/65	0.9926708233300168	0.9999963891873126	0	0	0.4376645513400181	0.0032195335490362745	RAB3C;PTP4A2;RAB31;RAB36;RAB25;RAB15;RAB23
COPI-independent Golgi-to-ER Retrograde Traffic	5/52	0.9931590909040846	0.9999963891873126	0	0	0.3858758149612323	0.002648811878518602	TUBB6;TUBAL3;CAPZA3;PLA2G4A;PAFAH1B3
Regulation of RUNX2 Expression and Activity	6/59	0.9933644764176532	0.9999963891873126	0	0	0.410567788819332	0.0027334111146142762	BMP2;PSMD1;TWIST1;RPS27A;NKX3-2;RUNX2
Infectious Disease	248/1311	0.9936133170837721	0.9999963891873126	0	0	0.838522169219228	0.005372549920046905	RPL5;PATJ;RPL3;RPL32;CCNH;RPL31;RPL34;IGHV3-23;RPL8;ANTXR2;IGLV8-61;IGLV2-8;RPS15;RPS14;RPS17;RPS16;SNRPD2;IGKV1-16;RPL18A;RPS19;GNAT3;IGKV1-17;RPS18;AKT2;PRKACG;AKT3;AP1S2;IGKV1-12;RPL36;PSMD1;RPL35;RPL37;IGHV3-7;PRKACA;RPS11;RPL39;RPS10;RPS12;HLA-H;IGHV3-30;NUP210;RPL21;HSPG2;ACE2;IGKV2D-28;MAP1B;BTK;IGKV4-1;RPL24;IGHV7-81;RPL27;RPL26;RPL29;RPL28;IGLV10-54;IGKV2D-30;IGHV1-69;MEFV;CD79A;PRKAR2B;HMOX1;SFN;CD14;ST3GAL1;RPL41;IGKV2D-40;IGHV3-11;FZD7;GNG11;PARP10;RPS25;RPS28;H2AC25;RPS27;FXYD3;RPS29;RPL27A;NMT2;CALM1;RPS21;RPS24;EZH2;IGHM;NRP1;SH3KBP1;RPLP1;RPLP0;CD3G;MED16;IGLV7-46;DLAT;CCR5;IKBKE;SFTPD;IL18;ANO9;ANO6;ANO4;ANO2;ANO3;ANO1;IGLV3-16;IGLV3-12;IGHD;VAMP1;TLR6;TLR4;IGLV3-19;TLR2;GUCY2C;RPL12;NOXO1;TMPRSS2;CXCR4;ADCY1;GNAI1;ADCY5;IGLV3-25;IGLV3-27;RPS15A;IGKC;IGLV3-21;RPL14;RPS3;GPC2;RPL13;RPS2;RPS27A;RPL18;GPC6;RPL17;H2BC4;IGKV1-5;GTF2H2;TJP1;RPL22L1;FAU;AGRN;CRB3;SH3GL3;RPL10A;IGHG3;PYCARD;IGHG4;CYSLTR1;IGHG1;TUBB6;CYSLTR2;IGHG2;KPNA2;KPNA3;SH3GL2;ZBP1;MAP2K1;RPS9;RPS7;LIG1;RPS8;RPS5;RPS6;IGKV1D-39;CYBA;RPSA;ATP1B3;IGKV1D-33;ATP1B1;CD8B;CHMP4C;ELMO1;MASP2;MASP1;GNAZ;IGHV4-59;CORO1A;IGLV1-40;IGLV6-57;IGLV1-47;IGLV2-14;IGLV1-44;IGKV3-15;IGLV2-18;IGKV3-11;UVRAG;HSPA8;CAV1;HMGA1;IGKV1D-16;IGKV1D-12;IL6;IGLV1-51;IGLV2-23;NOXA1;GNB3;IGKV3-20;ITGB1;SNAP25;IGHV1-2;IGHV4-39;FCGR3A;IGKV2-28;IGLC3;IGLC2;YWHAG;IGKV3D-20;VPS37D;RPL13A;RPS3A;IGLV4-69;FGR;IGLV5-37;MYH2;LCK;OAS2;IRF7;ST6GALNAC3;SOS1;IGKV2-30;CX3CR1;IGHV2-70;SEC23A;IGHV2-5;TUBAL3;ROCK2;RPL36A;IGLV3-1;NOD2;CBL;GNG2;SV2B;IGLV5-45;IGKV1-39;GNG7;S1PR1;FYN;IGKV1-33;FCGR1A;WASF3;SEC11C;IGHV3-53;IGLC7;TAF13;IGKV5-2;RPL35A;PTPN11;MGAT4C;MYO1C;PTPN6;PDCD1
Recognition of DNA Damage by PCNA-containing Replication Complex	2/30	0.9937267177222301	0.9999963891873126	0	0	0.2592224650639115	0.0016312978587572668	POLD1;RPS27A
Regulation of TP53 Activity Through Acetylation	2/30	0.9937267177222301	0.9999963891873126	0	0	0.2592224650639115	0.0016312978587572668	AKT2;AKT3
Respiratory Syncytial Virus (RSV) Genome Replication, Transcription and Translation	2/30	0.9937267177222301	0.9999963891873126	0	0	0.2592224650639115	0.0016312978587572668	HSPA8;SEC11C
Maturation of Spike Protein 9694548	3/38	0.9937366124062001	0.9999963891873126	0	0	0.3109999668775463	0.001954039194807234	MGAT4C;ST6GALNAC3;ST3GAL1
PCP CE Pathway	9/79	0.9938112706327508	0.9999963891873126	0	0	0.4661050117748516	0.002893560770913586	FZD1;VANGL2;WNT5B;FZD4;FZD7;RAC2;PSMD1;RPS27A;WNT4
ER Quality Control Compartment (ERQC)	1/21	0.9939485300242623	0.9999963891873126	0	0	0.1815063731170336	0.0011017172440471149	RPS27A
Mitochondrial tRNA Aminoacylation	1/21	0.9939485300242623	0.9999963891873126	0	0	0.1815063731170336	0.0011017172440471149	GARS1
ZBP1(DAI) Mediated Induction of Type I IFNs	1/21	0.9939485300242623	0.9999963891873126	0	0	0.1815063731170336	0.0011017172440471149	ZBP1
EML4 and NUDC in Mitotic Spindle Formation	15/116	0.9940036270542106	0.9999963891873126	0	0	0.5380857778872516	0.003236275685296387	TUBAL3;NEK7;BUB1B;PPP2R5A;AURKB;CDC20;TUBB6;KIF18A;RPS27;PPP2R1B;TAOK1;CENPK;CENPM;BUB1;MAD2L1
Hedgehog 'On' State	8/73	0.9941708889434004	0.9999963891873126	0	0	0.4462252696235983	0.0026087072834114237	SMO;DHH;HHIP;PTCH2;PSMD1;ARRB1;GLI1;RPS27A
Beta-catenin Independent WNT Signaling	18/134	0.9942157625410533	0.9999963891873126	0	0	0.5620577333483096	0.0032605143069018693	FZD1;WNT5B;FZD4;FZD7;GNG11;GNAO1;VANGL2;GNG2;MYC;GNG7;RAC2;PSMD1;GNB3;PDE6B;CALM1;RPS27A;PLCB2;WNT4
Intraflagellar Transport	5/53	0.9942378785720218	0.9999963891873126	0	0	0.3778125724889817	0.0021832981926459454	DYNC2I2;DYNLT5;TUBB6;DYNLRB2;KIF17
Metabolism of Polyamines	4/46	0.9943530198017817	0.9999963891873126	0	0	0.3454810495626822	0.001956453887666362	NQO1;PSMD1;AZIN2;SAT1
Transport to the Golgi and Subsequent Modification	27/186	0.9945059774283717	0.9999963891873126	0	0	0.614670262232917	0.0033863231038919516	GRIA1;SPTBN5;SEC23A;TUBAL3;TGFA;FUT3;SPTA1;TUBB6;TMED3;MAN1A1;SPTBN1;SPTBN2;CHST8;ST8SIA2;TRAPPC5;COPZ2;ANK2;ANK3;ANK1;MGAT4C;F8;TRAPPC6A;CAPZA3;COL7A1;B4GALT6;SEC22B;FOLR1
MAPK6 MAPK4 Signaling	9/80	0.9946495318279548	0.9999963891873126	0	0	0.4595107211646942	0.002465198367835196	MYC;PRKACG;PSMD1;PRKACA;PAK3;RPS27A;KALRN;FOXO1;MAPK4
Ubiquitin-dependent Degradation of Cyclin D	3/39	0.9948503956742666	0.9999963891873126	0	0	0.30234175747739395	0.0015609630516312703	CCND1;PSMD1;RPS27A
Downregulation of SMAD2 3 SMAD4 Transcriptional Activity	2/31	0.9949354724249178	0.9999963891873126	0	0	0.25026777292855656	0.0012707085293245316	RPS27A;SKIL
RNA Polymerase I Promoter Opening	2/31	0.9949354724249178	0.9999963891873126	0	0	0.25026777292855656	0.0012707085293245316	H2BC4;MBD2
SARS-CoV-1 Activates Modulates Innate Immune Responses	5/54	0.9951525434523217	0.9999963891873126	0	0	0.37007844195437395	0.0017983012901982348	PYCARD;SFTPD;KPNA2;RPS27A;IKBKE
DNA Double Strand Break Response	6/61	0.9952202736280968	0.9999963891873126	0	0	0.3955874288124868	0.0018953328691510122	EYA1;EYA2;EYA4;H2BC4;KPNA2;RPS27A
Regulation of PTEN Gene Transcription	6/61	0.9952202736280968	0.9999963891873126	0	0	0.3955874288124868	0.0018953328691510122	MECOM;RRAGC;PTEN;PPARG;NR2E1;EZH2
Degradation of GLI2 by the Proteasome	4/47	0.9952985509918465	0.9999963891873126	0	0	0.3374250334383225	0.0015901274762784414	PRKACG;PSMD1;PRKACA;RPS27A
GLI3 Is Processed to GLI3R by the Proteasome	4/47	0.9952985509918465	0.9999963891873126	0	0	0.3374250334383225	0.0015901274762784414	PRKACG;PSMD1;PRKACA;RPS27A
Aerobic Respiration and Respiratory Electron Transport	40/260	0.9954557423155891	0.9999963891873126	0	0	0.6575389063695892	0.002994836046855586	MT-ND4;MT-ND5;COX4I2;ETFDH;ETFA;PDHB;MT-ND2;HIGD1A;COX7A1;MT-ND1;ACAT1;MT-ATP6;SLC25A27;LDHB;LDHA;NNT;MPC1;MPC2;UCP2;PDK4;ME1;PDK3;D2HGDH;DLAT;RPS27A;PDK1;PDHA1;MDH1;COX6B2;MT-ATP8;CS;PM20D1;SLC25A18;PDP2;PC;OGDH;CYCS;NDUFS1;ACO2;DLD
PINK1-PRKN Mediated Mitophagy	2/32	0.9959146745446589	0.9999963891873126	0	0	0.24191006026889197	9.903055675526244E-4	RPS27A;OPTN
Regulation of RAS by GAPs	5/55	0.9959268728741555	0.9999963891873126	0	0	0.36265367664115056	0.0014801509997400463	RASA3;PSMD1;RASAL1;RASAL3;RPS27A
Gap-filling DNA Repair Synthesis and Ligation in TC-NER	6/62	0.9959506552096722	0.9999963891873126	0	0	0.38849850845210476	0.001576358178499362	XAB2;LIG1;CCNH;POLD1;GTF2H2;RPS27A
Complex IV Assembly	4/48	0.9960902770700976	0.9999963891873126	0	0	0.32973519986507	0.0012917000149197588	COX4I2;HIGD1A;COX6B2;COX7A1
DNA Damage Bypass	4/48	0.9960902770700976	0.9999963891873126	0	0	0.32973519986507	0.0012917000149197588	USP43;POLD1;PCLAF;RPS27A
RNA Polymerase I Transcription Initiation	4/48	0.9960902770700976	0.9999963891873126	0	0	0.32973519986507	0.0012917000149197588	KAT2B;KAT2A;CCNH;GTF2H2
ER to Golgi Anterograde Transport	21/155	0.9961298733601525	0.9999963891873126	0	0	0.567390057859712	0.0022001315233531778	GRIA1;SPTBN5;SEC23A;TUBAL3;TRAPPC5;TGFA;COPZ2;ANK2;ANK3;ANK1;SPTA1;TUBB6;F8;TRAPPC6A;CAPZA3;COL7A1;TMED3;SEC22B;FOLR1;SPTBN1;SPTBN2
Cleavage of the Damaged Pyrimidine	3/41	0.9965301320562526	0.9999963891873126	0	0	0.2863924243718501	9.954719713265758E-4	NTHL1;H2BC4;NEIL1
Depyrimidination	3/41	0.9965301320562526	0.9999963891873126	0	0	0.2863924243718501	9.954719713265758E-4	NTHL1;H2BC4;NEIL1
Recognition and Association of DNA Glycosylase With Site Containing an Affected Pyrimidine	3/41	0.9965301320562526	0.9999963891873126	0	0	0.2863924243718501	9.954719713265758E-4	NTHL1;H2BC4;NEIL1
Transcriptional Regulation by VENTX	3/41	0.9965301320562526	0.9999963891873126	0	0	0.2863924243718501	9.954719713265758E-4	IL6;CCND1;VENTX
rRNA Modification in the Nucleus and Cytosol	6/63	0.9965733657566885	0.9999963891873126	0	0	0.3816583221394554	0.001310049289831178	FBL;RPS14;RPS9;RPS7;RPS6;RPS2
DNA Methylation	2/33	0.9967070806794731	0.9999963891873126	0	0	0.23409155487759284	7.721165614432616E-4	UHRF1;H2BC4
Formation of the Early Elongation Complex	2/33	0.9967070806794731	0.9999963891873126	0	0	0.23409155487759284	7.721165614432616E-4	CCNH;GTF2H2
Formation of the HIV-1 Early Elongation Complex	2/33	0.9967070806794731	0.9999963891873126	0	0	0.23409155487759284	7.721165614432616E-4	CCNH;GTF2H2
PERK Regulates Gene Expression	2/33	0.9967070806794731	0.9999963891873126	0	0	0.23409155487759284	7.721165614432616E-4	EXOSC5;CXCL8
RNA Polymerase I Transcription Termination	2/33	0.9967070806794731	0.9999963891873126	0	0	0.23409155487759284	7.721165614432616E-4	CCNH;GTF2H2
Dectin-1 Mediated Noncanonical NF-kB Signaling	4/49	0.9967522668146234	0.9999963891873126	0	0	0.32238713667285096	0.0010487313253897748	CCL22;PSMD1;RPS27A;RELB
RAB GEFs Exchange GTP for GDP on RABs	10/90	0.9968382791576347	0.9999963891873126	0	0	0.45297259637714815	0.0014344417480119211	DENND1C;TRAPPC6A;RAB31;AKT2;AKT3;DENND2A;TRAPPC5;DENND5A;DENND6B;RIN1
RSV-host Interactions	13/109	0.9969023614011144	0.9999963891873126	0	0	0.49055891238670696	0.0015219326395277438	CX3CR1;MED16;HSPG2;OAS2;MAP1B;GPC2;CD14;TLR6;RPS27A;AGRN;TLR4;GPC6;TLR2
PI Metabolism	9/84	0.9970440308517811	0.9999963891873126	0	0	0.4348920362201068	0.0012874311841292775	PNPLA7;INPP5D;PTEN;GDPD1;PIK3CD;PIK3C2G;SYNJ2;ENPP6;BMX
Impaired BRCA2 Binding to PALB2	1/24	0.9970830035347419	0.9999963891873126	0	0	0.15780140057433623	4.6097879178615825E-4	RAD51AP1
Maturation of hRSV A Proteins	1/24	0.9970830035347419	0.9999963891873126	0	0	0.15780140057433623	4.6097879178615825E-4	SEC11C
AUF1 (hnRNP D0) Binds and Destabilizes mRNA	3/42	0.9971559700044985	0.9999963891873126	0	0	0.2790311937077529	7.947037015948127E-4	HSPA8;PSMD1;RPS27A
NS1 Mediated Effects on Host Pathways	3/42	0.9971559700044985	0.9999963891873126	0	0	0.2790311937077529	7.947037015948127E-4	NUP210;KPNA2;KPNA3
SCF-beta-TrCP Mediated Degradation of Emi1	3/42	0.9971559700044985	0.9999963891873126	0	0	0.2790311937077529	7.947037015948127E-4	CDC20;PSMD1;RPS27A
tRNA Aminoacylation	3/42	0.9971559700044985	0.9999963891873126	0	0	0.2790311937077529	7.947037015948127E-4	GARS1;AARS1;WARS1
Interleukin-1 Family Signaling	18/140	0.9971629168778284	0.9999963891873126	0	0	0.5342095828025235	0.0015177510034324565	MAP2K1;PTPN20;IL18;IRAK3;PTPN11;NOD2;S100B;AGER;USP18;IL1RL1;IL1RL2;TIFA;PSMD1;S100A12;PTPN6;PTPN7;RPS27A;PTPN5
Transcriptional Regulation by E2F6	2/34	0.9973476884846244	0.9999963891873126	0	0	0.22676170607324989	6.022417040886553E-4	E2F1;EZH2
Golgi-to-ER Retrograde Transport	17/135	0.9974873440297833	0.9999963891873126	0	0	0.5216467369234469	0.0013123682441586566	TUBAL3;COPZ2;PLA2G4A;KIF12;KIF22;TUBB6;KLC3;KIF18A;KIF19;KIFC2;CAPZA3;KIFC1;KIF5B;KIF26B;TMED3;SEC22B;PAFAH1B3
Metabolism of Nucleotides	11/98	0.9974962755142653	0.9999963891873126	0	0	0.45808001922383756	0.0011483443300967567	CDA;ENTPD3;NME2;ENTPD8;AMPD1;NME3;TK2;GLRX;SAMHD1;TYMS;ADA
The Role of GTSE1 in G2 M Progression After G2 Checkpoint	6/65	0.9975542933858939	0.9999963891873126	0	0	0.3686735616815447	9.027717762465241E-4	CCNB2;CDKN1A;TUBB6;TUBAL3;PSMD1;RPS27A
Signaling by NOTCH4	7/72	0.9975930863602065	0.9999963891873126	0	0	0.3903564989199707	9.406869123948854E-4	DLL4;KAT2B;KAT2A;NOTCH4;PSMD1;RPS27A;MAMLD1
Orc1 Removal From Chromatin	5/58	0.9975997596106163	0.9999963891873126	0	0	0.34206045964032333	8.220142418520498E-4	CDT1;ORC6;PSMD1;RPS27A;MCM2
Base-Excision Repair, AP Site Formation	3/43	0.9976710866452702	0.9999963891873126	0	0	0.27203802457686066	6.342918808731267E-4	NTHL1;H2BC4;NEIL1
Defective HDR Through Homologous Recombination Repair Due to PALB2 Loss of BRCA1 Binding Function	1/25	0.9977127006860474	0.9999963891873126	0	0	0.15121668597914253	3.462739893682402E-4	RAD51AP1
Defective HDR Through Homologous Recomb Repair Due to PALB2 Loss of BRCA2 RAD51 RAD51C Binding Fnc	1/25	0.9977127006860474	0.9999963891873126	0	0	0.15121668597914253	3.462739893682402E-4	RAD51AP1
Defective Homologous Recombination Repair (HRR) Due to BRCA1 Loss of Function	1/25	0.9977127006860474	0.9999963891873126	0	0	0.15121668597914253	3.462739893682402E-4	RAD51AP1
Defective Homologous Recombination Repair (HRR) Due to PALB2 Loss of Function	1/25	0.9977127006860474	0.9999963891873126	0	0	0.15121668597914253	3.462739893682402E-4	RAD51AP1
Cargo Trafficking to the Periciliary Membrane	4/51	0.9977659514369959	0.9999963891873126	0	0	0.3086290609086962	6.902636386811714E-4	SMO;ASAP1;EXOC5;SSTR3
Formation of TC-NER Pre-Incision Complex	4/51	0.9977659514369959	0.9999963891873126	0	0	0.3086290609086962	6.902636386811714E-4	XAB2;CCNH;GTF2H2;RPS27A
TCF Dependent Signaling in Response to WNT	26/189	0.9977892578956082	0.9999963891873126	0	0	0.5770961145194274	0.0012772230047510304	PPP2R1B;SOX17;WIF1;AKT2;MYC;PSMD1;SOX9;RSPO1;RPS27A;SOX7;WNT4;FZD1;RNF43;FZD4;WNT3A;CAV1;H2BC4;PPP2R5A;KREMEN2;DKK1;RUNX3;DKK2;DKK4;SFRP1;TCF4;LGR6
Hedgehog 'Off' State	11/99	0.9978306096864409	0.9999963891873126	0	0	0.45284552845528453	9.834658497358342E-4	TUBB6;SMO;INTU;PRKAR2B;PRKACG;PSMD1;ADCY1;PRKACA;GLI1;RPS27A;ADCY5
Activated PKN1 Stimulates Transcription of AR (Androgen Receptor) Regulated Genes KLK2 and KLK3	2/35	0.9978650938183954	0.9999963891873126	0	0	0.2198760905297762	4.6991661747872084E-4	AR;H2BC4
N-glycan Trimming in the ER and Calnexin Calreticulin Cycle	2/35	0.9978650938183954	0.9999963891873126	0	0	0.2198760905297762	4.6991661747872084E-4	RPS27A;RAD23B
NR1H3 & NR1H2 Regulate Gene Expression Linked to Cholesterol Transport and Efflux	3/44	0.998094571498631	0.9999963891873126	0	0	0.2653859856474753	5.061563966148605E-4	ABCA1;ARL4C;CETP
Negative Regulation of NOTCH4 Signaling	3/44	0.998094571498631	0.9999963891873126	0	0	0.2653859856474753	5.061563966148605E-4	NOTCH4;PSMD1;RPS27A
CLEC7A (Dectin-1) Signaling	9/87	0.9981263941028026	0.9999963891873126	0	0	0.41808504938293656	7.840613546219842E-4	PYCARD;CCL22;CLEC7A;CARD9;PSMD1;RPS27A;CALM1;CARD11;RELB
Hedgehog Ligand Biogenesis	4/52	0.998149829982474	0.9999963891873126	0	0	0.3021799628942486	5.596021465811005E-4	DHH;PSMD1;NOTUM;RPS27A
Calnexin Calreticulin Cycle	1/26	0.9982063622390637	0.9999963891873126	0	0	0.1451587485515643	2.6059599006354175E-4	RPS27A
MicroRNA (miRNA) Biogenesis	1/26	0.9982063622390637	0.9999963891873126	0	0	0.1451587485515643	2.6059599006354175E-4	MIR145
Recruitment of NuMA to Mitotic Centrosomes	10/94	0.9982464542364767	0.9999963891873126	0	0	0.43129188507730076	7.569539287315425E-4	MZT2B;MZT2A;TUBB6;TUBAL3;PRKAR2B;TUBGCP6;HAUS5;PRKACA;TUBG1;YWHAG
RHO GTPases Activate WASPs and WAVEs	2/36	0.9982826226520598	0.9999963891873126	0	0	0.21339551119474215	3.667956705952696E-4	BTK;WASF3
Apoptosis	22/168	0.9982958891656984	0.9999963891873126	0	0	0.5452590744651664	9.299745113628577E-4	CARD8;FASLG;BMX;H1-2;BBC3;TJP1;OCLN;AKT2;AKT3;E2F1;PSMD1;CYCS;PRKCQ;BMF;SFN;CD14;VIM;RPS27A;TLR4;YWHAG;TP73;TJP2
Centrosome Maturation	8/81	0.99831507317448	0.9999963891873126	0	0	0.3971203622441841	6.696830933780387E-4	MZT2B;MZT2A;PRKAR2B;TUBGCP6;HAUS5;PRKACA;TUBG1;YWHAG
Recruitment of Mitotic Centrosome Proteins and Complexes	8/81	0.99831507317448	0.9999963891873126	0	0	0.3971203622441841	6.696830933780387E-4	MZT2B;MZT2A;PRKAR2B;TUBGCP6;HAUS5;PRKACA;TUBG1;YWHAG
Cdc20 Phospho-APC C Mediated Degradation of Cyclin A	5/60	0.9983215990604044	0.9999963891873126	0	0	0.32957972206406444	5.536316532030283E-4	CDC20;BUB1B;PSMD1;RPS27A;MAD2L1
Recruitment and ATM-med Phosphorylation of Repair and Signaling Proteins at DNA Double Strand Breaks	5/60	0.9983215990604044	0.9999963891873126	0	0	0.32957972206406444	5.536316532030283E-4	EYA1;EYA2;EYA4;H2BC4;RPS27A
MHC Class II Antigen Presentation	15/126	0.9983311147219612	0.9999963891873126	0	0	0.4892953869935967	8.172600144120903E-4	LAG3;SEC23A;TUBAL3;KIF22;TUBB6;KLC3;KIF18A;CAPZA3;KIF5B;AP1S2;HLA-DOB;SH3GL2;HLA-DQA1;SPTBN2;HLA-DQB1
Resolution of Sister Chromatid Cohesion	15/126	0.9983311147219612	0.9999963891873126	0	0	0.4892953869935967	8.172600144120903E-4	TUBAL3;BUB1B;PPP2R5A;AURKB;CDC20;CCNB2;TUBB6;KIF18A;RPS27;PPP2R1B;TAOK1;CENPK;CENPM;BUB1;MAD2L1
Regulation of RUNX3 Expression and Activity	3/45	0.9984423333175994	0.9999963891873126	0	0	0.2590507104766321	4.038292581675042E-4	PSMD1;RPS27A;RUNX3
TBC RABGAPs	3/45	0.9984423333175994	0.9999963891873126	0	0	0.2590507104766321	4.038292581675042E-4	TBC1D10C;SYTL1;OPTN
Deposition of New CENPA-containing Nucleosomes at the Centromere	4/53	0.9984691471105986	0.9999963891873126	0	0	0.2959940933701867	4.5347060009797487E-4	H2BC4;CENPK;HJURP;CENPM
Nuclear Envelope Breakdown	4/53	0.9984691471105986	0.9999963891873126	0	0	0.2959940933701867	4.5347060009797487E-4	CCNB2;NUP210;NEK7;LPIN1
Nucleosome Assembly	4/53	0.9984691471105986	0.9999963891873126	0	0	0.2959940933701867	4.5347060009797487E-4	H2BC4;CENPK;HJURP;CENPM
p53-Dependent G1 DNA Damage Response	4/53	0.9984691471105986	0.9999963891873126	0	0	0.2959940933701867	4.5347060009797487E-4	CDKN1A;PSMD1;RPS27A;ZNF385A
p53-Dependent G1 S DNA Damage Checkpoint	4/53	0.9984691471105986	0.9999963891873126	0	0	0.2959940933701867	4.5347060009797487E-4	CDKN1A;PSMD1;RPS27A;ZNF385A
RHO GTPases Activate Formins	17/139	0.9984827416286425	0.9999963891873126	0	0	0.5044139124996664	7.659074181330465E-4	ITGB1;TUBAL3;BUB1B;PPP2R5A;AURKB;RHOB;CDC20;TUBB6;DIAPH2;KIF18A;RPS27;PPP2R1B;TAOK1;CENPK;CENPM;BUB1;MAD2L1
